Household_ID,State,Primary_Crop,Season,Land_Area_Hectares,Num_Crop_Types,Crop_Diversification_Index,Irrigation_Access,Irrigation_Type,Soil_Quality_Index,Input_Cost_INR,Household_Size,Farming_Experience_Years,Annual_Farm_Income_INR
HH2496,Andhra Pradesh,Rice,Rabi,1.06,2,0.472,1,Tubewell,1,17939,6,10,61046
HH2497,Tamil Nadu,Soybean,Rabi,2.07,3,0.619,1,Tank,3,53497,3,11,143538
HH2498,West Bengal,Wheat,Kharif,2.11,1,0.002,1,Tubewell,1,30454,6,31,95263
HH2499,Gujarat,Maize,Kharif,0.27,1,0.0,1,Sprinkler,1,3000,4,3,23590
HH2500,Rajasthan,Cotton,Zaid,1.21,2,0.529,1,Drip,2,14972,8,25,108840
HH2501,Bihar,Maize,Rabi,0.42,6,0.79,1,Drip,3,7999,5,43,83049
HH2502,Bihar,Pulses,Rabi,2.91,2,0.484,0,None,3,60974,2,40,144456
HH2503,Tamil Nadu,Sugarcane,Rabi,2.63,3,0.721,0,None,1,30851,6,27,147164
HH2504,Gujarat,Rice,Zaid,0.63,2,0.472,0,None,1,13065,4,1,38712
HH2505,Maharashtra,Maize,Kharif,0.7,2,0.493,1,Tubewell,3,7022,5,16,85432
HH2506,Uttar Pradesh,Wheat,Kharif,0.91,1,0.0,1,Canal,2,20003,7,35,83240
HH2507,West Bengal,Vegetables,Kharif,0.2,1,0.0,1,Tubewell,1,3000,5,15,50292
HH2508,Karnataka,Sugarcane,Rabi,1.8,2,0.546,1,Tubewell,2,39152,6,34,163529
HH2509,West Bengal,Groundnut,Rabi,1.07,2,0.505,0,None,3,11478,4,11,83367
HH2510,West Bengal,Pulses,Kharif,3.08,1,0.004,0,None,1,53262,6,9,69086
HH2511,Uttar Pradesh,Cotton,Kharif,0.53,3,0.616,1,Canal,1,12752,3,24,70121
HH2512,West Bengal,Millets,Rabi,0.8,6,0.844,1,Tubewell,2,17466,7,37,79343
HH2513,Karnataka,Rice,Kharif,0.38,2,0.535,0,None,2,6518,4,35,46805
HH2514,Andhra Pradesh,Soybean,Rabi,0.57,3,0.701,0,None,1,4942,4,22,37174
HH2515,Tamil Nadu,Rice,Rabi,0.49,5,0.82,0,None,3,4539,7,40,86835
HH2516,Gujarat,Wheat,Kharif,3.15,4,0.716,0,None,3,43366,3,38,186727
HH2517,Uttar Pradesh,Soybean,Kharif,0.75,2,0.509,0,None,2,10528,4,7,43496
HH2518,Karnataka,Rice,Rabi,1.5,3,0.687,1,Drip,1,25528,5,44,70656
HH2519,Punjab,Rice,Kharif,0.98,1,0.0,0,None,3,21934,8,30,60391
HH2520,Haryana,Wheat,Rabi,0.46,3,0.633,0,None,2,12878,5,29,59681
HH2521,Haryana,Maize,Rabi,1.17,2,0.527,1,Tank,2,26758,3,39,95078
HH2522,Uttar Pradesh,Rice,Rabi,2.25,1,0.026,1,Tubewell,3,32103,6,41,149132
HH2523,Madhya Pradesh,Sugarcane,Rabi,0.48,2,0.454,0,None,3,7744,5,9,84573
HH2524,Rajasthan,Soybean,Kharif,2.69,1,0.024,1,Tubewell,2,48970,8,1,85712
HH2525,Bihar,Cotton,Rabi,0.66,3,0.67,0,None,2,3671,5,3,68321
HH2526,Madhya Pradesh,Rice,Kharif,0.9,2,0.523,1,Sprinkler,1,15286,5,5,42115
HH2527,Maharashtra,Maize,Rabi,2.12,3,0.648,1,Tubewell,3,55703,5,11,124359
HH2528,Gujarat,Maize,Kharif,0.77,1,0.019,1,Canal,3,17469,5,4,72636
HH2529,Uttar Pradesh,Sugarcane,Zaid,1.39,1,0.025,0,None,2,13570,6,44,112593
HH2530,Gujarat,Soybean,Zaid,1.03,3,0.656,1,Tubewell,3,26294,3,33,92619
HH2531,Punjab,Wheat,Rabi,1.51,6,0.834,1,Tank,3,37257,3,33,130025
HH2532,Bihar,Soybean,Kharif,0.18,1,0.0,0,None,1,3000,4,20,15000
HH2533,Madhya Pradesh,Rice,Kharif,0.29,2,0.55,0,None,2,4969,5,37,34812
HH2534,Uttar Pradesh,Cotton,Kharif,2.28,4,0.746,1,Canal,2,47598,4,20,152434
HH2535,Haryana,Rice,Rabi,3.26,1,0.0,1,Tubewell,3,51992,4,34,188618
HH2536,West Bengal,Vegetables,Rabi,0.62,4,0.729,0,None,1,12050,7,21,43980
HH2537,Bihar,Maize,Rabi,1.1,3,0.671,1,Tubewell,2,27732,2,7,91083
HH2538,Maharashtra,Millets,Rabi,1.73,2,0.523,0,None,2,18545,7,16,69718
HH2539,Bihar,Millets,Kharif,2.43,2,0.46,0,None,1,41243,7,32,68995
HH2540,Bihar,Millets,Rabi,0.24,2,0.555,1,Sprinkler,1,3324,5,36,33505
HH2541,Punjab,Rice,Kharif,0.64,2,0.509,0,None,2,20639,2,11,52076
HH2542,Bihar,Maize,Kharif,1.02,4,0.764,0,None,1,18728,4,29,52927
HH2543,West Bengal,Cotton,Rabi,2.45,3,0.664,0,None,2,51178,8,42,149459
HH2544,Tamil Nadu,Maize,Rabi,11.29,3,0.668,1,Tank,2,200000,7,34,376544
HH2545,Uttar Pradesh,Wheat,Kharif,1.11,4,0.746,1,Tubewell,2,28947,8,10,76523
HH2546,Karnataka,Rice,Kharif,0.41,2,0.531,1,Tank,2,11045,8,3,58532
HH2547,Uttar Pradesh,Groundnut,Rabi,1.9,3,0.667,0,None,2,32242,3,22,99811
HH2548,Rajasthan,Millets,Rabi,4.15,2,0.523,1,Canal,1,54959,5,32,105850
HH2549,Rajasthan,Maize,Zaid,1.48,4,0.737,0,None,2,21423,6,44,87100
HH2550,Uttar Pradesh,Wheat,Kharif,0.62,2,0.506,1,Canal,2,9792,4,20,71008
HH2551,Rajasthan,Pulses,Rabi,3.05,3,0.643,1,Tank,3,46132,5,2,160438
HH2552,Uttar Pradesh,Cotton,Rabi,2.37,4,0.786,0,None,1,49935,4,8,103911
HH2553,Bihar,Pulses,Rabi,0.56,2,0.475,1,Tubewell,2,12488,2,41,73631
HH2554,Gujarat,Vegetables,Kharif,1.87,1,0.0,0,None,1,21200,3,25,83078
HH2555,Uttar Pradesh,Maize,Rabi,3.15,3,0.658,0,None,1,57601,2,11,96208
HH2556,Gujarat,Soybean,Kharif,3.69,2,0.489,0,None,2,64395,5,24,124197
HH2557,Andhra Pradesh,Groundnut,Kharif,1.28,3,0.689,1,Canal,2,21516,5,26,98930
HH2558,Madhya Pradesh,Soybean,Kharif,1.0,5,0.791,1,Tubewell,2,21142,4,35,72205
HH2559,Uttar Pradesh,Rice,Rabi,3.83,2,0.542,0,None,3,42840,6,40,203915
HH2560,Andhra Pradesh,Soybean,Kharif,0.48,2,0.475,0,None,1,11316,7,5,28580
HH2561,Bihar,Rice,Rabi,1.96,3,0.672,0,None,2,43562,3,15,94758
HH2562,Haryana,Groundnut,Kharif,0.42,1,0.0,0,None,3,3110,3,42,59697
HH2563,Uttar Pradesh,Maize,Kharif,3.34,2,0.513,1,Sprinkler,1,74128,4,14,112767
HH2564,Uttar Pradesh,Wheat,Zaid,1.08,5,0.8,1,Sprinkler,2,36146,6,37,97070
HH2565,Rajasthan,Vegetables,Rabi,3.97,3,0.662,0,None,1,72676,5,18,149813
HH2566,Madhya Pradesh,Cotton,Kharif,2.05,1,0.036,0,None,2,29142,5,12,83838
HH2567,Maharashtra,Sugarcane,Rabi,0.48,2,0.48,1,Sprinkler,2,16194,3,3,69685
HH2568,Madhya Pradesh,Rice,Rabi,4.53,3,0.685,0,None,2,98232,4,40,164478
HH2569,Bihar,Cotton,Rabi,5.05,4,0.727,0,None,2,100010,7,33,243858
HH2570,Gujarat,Rice,Rabi,2.86,4,0.753,1,Tubewell,3,95275,4,4,150920
HH2571,Rajasthan,Wheat,Kharif,0.71,2,0.464,1,Sprinkler,1,12363,5,40,55496
HH2572,West Bengal,Wheat,Kharif,1.04,5,0.78,0,None,3,23164,3,26,93387
HH2573,Madhya Pradesh,Rice,Rabi,1.53,3,0.665,1,Tubewell,1,45739,3,21,66456
HH2574,Karnataka,Sugarcane,Kharif,0.74,3,0.721,0,None,1,17063,5,16,52269
HH2575,Maharashtra,Maize,Zaid,5.69,3,0.67,1,Tubewell,3,132281,5,23,257119
HH2576,Punjab,Maize,Kharif,1.53,1,0.05,0,None,3,28985,4,24,91265
HH2577,Gujarat,Sugarcane,Kharif,0.14,5,0.807,1,Drip,3,3000,4,9,100924
HH2578,Tamil Nadu,Vegetables,Kharif,1.8,1,0.0,1,Tubewell,1,41411,6,19,91551
HH2579,Rajasthan,Rice,Rabi,1.0,2,0.546,0,None,3,10447,3,27,106186
HH2580,Punjab,Maize,Kharif,1.27,4,0.763,1,Canal,2,32794,5,40,96367
HH2581,Uttar Pradesh,Vegetables,Kharif,0.99,3,0.648,1,Tubewell,3,24635,7,31,160569
HH2582,West Bengal,Rice,Zaid,2.68,4,0.764,0,None,3,58686,5,1,134403
HH2583,Andhra Pradesh,Sugarcane,Rabi,3.5,3,0.658,1,Tubewell,1,93860,4,13,170549
HH2584,Karnataka,Maize,Kharif,1.72,2,0.44,1,Canal,2,16233,6,4,87877
HH2585,Tamil Nadu,Wheat,Kharif,1.01,5,0.828,1,Canal,3,25003,5,25,125557
HH2586,Tamil Nadu,Wheat,Kharif,1.3,1,0.033,0,None,2,22800,7,10,65855
HH2587,Uttar Pradesh,Vegetables,Rabi,1.37,4,0.805,0,None,1,33580,6,23,93356
HH2588,Punjab,Maize,Rabi,0.68,2,0.513,0,None,1,7450,5,43,46261
HH2589,Madhya Pradesh,Wheat,Rabi,2.21,4,0.743,0,None,2,38801,5,30,112037
HH2590,Haryana,Groundnut,Zaid,2.0,1,0.025,1,Tubewell,2,50511,3,14,78168
HH2591,Bihar,Groundnut,Rabi,5.0,3,0.692,0,None,1,104384,4,32,138554
HH2592,Bihar,Cotton,Kharif,3.92,4,0.799,0,None,2,77557,5,30,208338
HH2593,Andhra Pradesh,Sugarcane,Kharif,0.75,2,0.499,0,None,1,5903,5,5,57589
HH2594,Andhra Pradesh,Soybean,Rabi,2.71,3,0.662,1,Canal,1,67964,5,15,87786
HH2595,Maharashtra,Cotton,Rabi,0.6,4,0.729,1,Drip,1,9423,6,17,72776
HH2596,Bihar,Soybean,Rabi,2.44,3,0.683,1,Canal,3,63858,3,33,166234
HH2597,Madhya Pradesh,Wheat,Rabi,0.87,5,0.754,0,None,1,22775,3,12,49647
HH2598,Andhra Pradesh,Wheat,Kharif,0.57,2,0.523,0,None,3,8833,3,25,71187
HH2599,Madhya Pradesh,Wheat,Kharif,1.71,1,0.018,0,None,3,33481,6,19,96013
HH2600,Uttar Pradesh,Pulses,Rabi,0.14,1,0.018,0,None,2,3000,3,23,27527
HH2601,Tamil Nadu,Vegetables,Kharif,0.3,2,0.504,0,None,1,3000,4,39,53722
HH2602,Uttar Pradesh,Maize,Kharif,1.16,1,0.046,1,Canal,3,27268,4,5,99249
HH2603,Bihar,Maize,Kharif,1.45,3,0.693,0,None,2,31701,5,40,94600
HH2604,Madhya Pradesh,Rice,Rabi,0.99,1,0.0,1,Drip,1,24947,4,21,38689
HH2605,Uttar Pradesh,Soybean,Zaid,0.35,1,0.0,1,Sprinkler,2,10962,4,36,45062
HH2606,Andhra Pradesh,Wheat,Kharif,0.67,1,0.0,0,None,1,9093,5,14,37302
HH2607,Uttar Pradesh,Maize,Rabi,1.88,4,0.767,1,Canal,2,35486,5,6,94966
HH2608,Madhya Pradesh,Vegetables,Rabi,2.21,3,0.637,1,Canal,2,39356,6,19,166030
HH2609,Haryana,Rice,Rabi,1.33,2,0.533,1,Tank,2,33263,3,4,93639
HH2610,Uttar Pradesh,Maize,Rabi,3.61,4,0.79,1,Tubewell,2,87650,6,24,151136
HH2611,West Bengal,Maize,Kharif,1.89,1,0.0,0,None,3,24373,2,26,107974
HH2612,Uttar Pradesh,Wheat,Kharif,0.72,6,0.827,1,Tank,2,29806,6,42,89591
HH2613,Madhya Pradesh,Soybean,Kharif,1.06,3,0.667,0,None,2,17623,5,19,63757
HH2614,Bihar,Maize,Zaid,0.41,1,0.027,1,Canal,3,5675,5,32,55990
HH2615,Madhya Pradesh,Groundnut,Rabi,1.23,3,0.715,0,None,2,21483,3,42,85574
HH2616,Uttar Pradesh,Rice,Zaid,3.47,4,0.699,0,None,2,42745,6,35,149732
HH2617,Rajasthan,Sugarcane,Kharif,2.42,2,0.49,1,Canal,3,65598,3,40,238456
HH2618,Madhya Pradesh,Millets,Rabi,4.44,4,0.742,0,None,3,75653,7,42,166807
HH2619,West Bengal,Soybean,Rabi,1.04,1,0.0,0,None,2,17003,6,2,36339
HH2620,Madhya Pradesh,Soybean,Rabi,4.24,2,0.485,0,None,1,68034,6,33,130449
HH2621,Bihar,Wheat,Kharif,1.15,1,0.013,1,Canal,2,22968,6,10,86294
HH2622,West Bengal,Rice,Kharif,4.72,2,0.492,1,Canal,2,98340,3,33,199520
HH2623,Karnataka,Millets,Kharif,1.33,2,0.454,1,Tank,2,24164,8,23,79376
HH2624,West Bengal,Rice,Rabi,2.46,5,0.886,1,Tank,2,51246,6,34,123051
HH2625,Rajasthan,Millets,Rabi,4.73,1,0.008,1,Tank,2,88340,5,42,141472
HH2626,Gujarat,Rice,Kharif,1.15,2,0.503,0,None,2,17819,6,36,81389
HH2627,Uttar Pradesh,Rice,Kharif,1.63,3,0.634,0,None,1,27748,6,30,55986
HH2628,Punjab,Wheat,Kharif,4.04,4,0.758,1,Sprinkler,3,83861,6,39,240392
HH2629,Andhra Pradesh,Sugarcane,Rabi,1.21,6,0.828,0,None,3,16523,4,5,130186
HH2630,Rajasthan,Vegetables,Rabi,0.44,4,0.693,0,None,3,10368,4,21,93497
HH2631,Punjab,Millets,Zaid,8.34,6,0.801,0,None,2,161599,6,16,229650
HH2632,Haryana,Cotton,Rabi,0.91,4,0.774,1,Sprinkler,2,11482,6,7,81697
HH2633,Uttar Pradesh,Rice,Kharif,1.54,5,0.858,0,None,3,35363,5,9,106510
HH2634,Maharashtra,Maize,Kharif,3.61,3,0.678,1,Drip,2,61556,4,41,157632
HH2635,Haryana,Groundnut,Kharif,0.8,1,0.033,1,Sprinkler,2,7818,8,43,79048
HH2636,Punjab,Cotton,Kharif,0.57,2,0.495,1,Canal,1,14666,4,24,49109
HH2637,Gujarat,Wheat,Rabi,1.67,3,0.664,1,Tubewell,2,50121,6,26,112873
HH2638,Bihar,Wheat,Kharif,0.29,2,0.533,0,None,3,3800,4,32,60450
HH2639,Gujarat,Soybean,Kharif,1.06,2,0.55,1,Tubewell,1,18907,4,43,64002
HH2640,Haryana,Sugarcane,Rabi,1.66,3,0.706,1,Sprinkler,2,50577,5,27,158912
HH2641,Madhya Pradesh,Groundnut,Kharif,1.07,5,0.768,1,Drip,2,24696,6,41,95132
HH2642,Uttar Pradesh,Wheat,Kharif,0.36,1,0.0,1,Sprinkler,2,8641,8,19,57467
HH2643,Bihar,Vegetables,Rabi,5.23,4,0.758,0,None,1,84971,3,8,207125
HH2644,Punjab,Rice,Rabi,1.47,3,0.659,1,Tubewell,3,26510,6,37,148529
HH2645,Uttar Pradesh,Wheat,Kharif,4.56,5,0.812,0,None,1,103661,5,6,130198
HH2646,Rajasthan,Maize,Rabi,1.08,5,0.825,1,Drip,3,33629,3,19,109512
HH2647,Gujarat,Groundnut,Rabi,0.64,4,0.78,1,Tank,1,12870,6,43,66981
HH2648,Andhra Pradesh,Wheat,Rabi,1.7,3,0.718,1,Canal,1,42058,4,23,79711
HH2649,Karnataka,Millets,Rabi,1.12,2,0.49,1,Tank,3,22279,6,2,88113
HH2650,Karnataka,Groundnut,Rabi,0.5,3,0.626,0,None,3,6044,3,3,53784
HH2651,Maharashtra,Wheat,Kharif,4.71,4,0.761,0,None,3,94724,6,2,231509
HH2652,Rajasthan,Groundnut,Kharif,0.8,4,0.807,1,Tubewell,1,18126,4,13,66197
HH2653,Rajasthan,Soybean,Rabi,0.28,4,0.736,0,None,2,8446,4,32,51915
HH2654,Uttar Pradesh,Groundnut,Rabi,4.17,1,0.021,0,None,1,56407,3,43,115132
HH2655,Bihar,Pulses,Kharif,0.88,3,0.688,1,Tubewell,1,26137,5,25,56224
HH2656,Karnataka,Groundnut,Rabi,0.81,2,0.506,0,None,1,11890,4,43,58046
HH2657,Bihar,Cotton,Kharif,0.3,1,0.0,1,Sprinkler,1,6210,3,13,28634
HH2658,West Bengal,Vegetables,Rabi,5.93,2,0.472,1,Tubewell,3,91300,4,30,395383
HH2659,Maharashtra,Soybean,Rabi,0.45,1,0.0,1,Tubewell,1,3944,5,19,43193
HH2660,Punjab,Maize,Kharif,1.42,4,0.717,1,Tubewell,2,39433,6,24,84278
HH2661,Karnataka,Cotton,Rabi,2.93,2,0.488,0,None,2,52432,7,33,164334
HH2662,West Bengal,Pulses,Rabi,1.93,2,0.533,0,None,1,23900,5,13,75076
HH2663,Maharashtra,Sugarcane,Kharif,1.28,5,0.797,0,None,3,21699,4,31,139844
HH2664,Punjab,Soybean,Rabi,0.32,2,0.484,1,Canal,2,12903,7,38,48866
HH2665,Tamil Nadu,Cotton,Kharif,0.68,1,0.0,0,None,3,3000,8,8,70739
HH2666,Madhya Pradesh,Vegetables,Kharif,1.58,2,0.52,0,None,3,27968,4,30,159416
HH2667,Uttar Pradesh,Cotton,Rabi,0.69,1,0.041,1,Tubewell,3,16729,5,19,109632
HH2668,Punjab,Vegetables,Rabi,1.6,1,0.032,0,None,3,20758,6,32,140277
HH2669,Haryana,Rice,Kharif,2.41,1,0.018,1,Tubewell,2,59168,6,30,106299
HH2670,Madhya Pradesh,Groundnut,Rabi,3.06,3,0.623,1,Tank,1,75610,5,38,109036
HH2671,Punjab,Sugarcane,Kharif,0.48,1,0.0,1,Canal,2,4540,5,17,75694
HH2672,Rajasthan,Soybean,Rabi,8.73,2,0.558,1,Tubewell,2,155873,4,34,312220
HH2673,Haryana,Maize,Kharif,2.59,4,0.784,0,None,3,39820,6,16,144395
HH2674,Maharashtra,Rice,Rabi,1.35,2,0.454,1,Tank,3,13878,4,37,122995
HH2675,West Bengal,Sugarcane,Rabi,3.41,5,0.798,1,Tank,2,113762,5,6,202344
HH2676,Madhya Pradesh,Millets,Kharif,10.08,2,0.511,0,None,1,112346,5,2,210544
HH2677,Rajasthan,Groundnut,Kharif,0.4,2,0.477,0,None,1,9472,6,5,20116
HH2678,Uttar Pradesh,Wheat,Kharif,1.11,4,0.681,1,Drip,2,33944,4,42,94704
HH2679,Uttar Pradesh,Millets,Rabi,0.18,1,0.003,0,None,1,5646,5,19,15000
HH2680,Andhra Pradesh,Vegetables,Kharif,1.59,1,0.0,1,Tubewell,2,28679,4,1,93505
HH2681,Madhya Pradesh,Cotton,Zaid,1.84,3,0.643,0,None,2,37417,6,38,112916
HH2682,West Bengal,Maize,Kharif,1.31,2,0.489,0,None,1,20628,6,25,51511
HH2683,Uttar Pradesh,Cotton,Kharif,0.77,4,0.746,1,Tubewell,2,24145,6,16,101049
HH2684,Rajasthan,Rice,Zaid,0.24,5,0.8,0,None,2,4700,3,30,47698
HH2685,Rajasthan,Vegetables,Rabi,1.85,2,0.473,1,Tubewell,2,50704,5,30,143525
HH2686,Uttar Pradesh,Wheat,Rabi,4.65,3,0.66,0,None,3,65625,3,10,242458
HH2687,Uttar Pradesh,Sugarcane,Zaid,0.82,3,0.614,0,None,1,14412,5,40,92945
HH2688,Karnataka,Groundnut,Zaid,1.96,6,0.842,1,Canal,2,52003,4,24,110281
HH2689,Andhra Pradesh,Pulses,Kharif,0.36,4,0.664,1,Sprinkler,3,10103,6,21,69710
HH2690,Rajasthan,Rice,Kharif,1.99,5,0.791,1,Tubewell,2,56939,3,39,123221
HH2691,Andhra Pradesh,Cotton,Kharif,0.97,2,0.528,1,Drip,2,22335,5,15,103376
HH2692,Tamil Nadu,Maize,Rabi,0.71,4,0.718,1,Tubewell,2,17013,3,5,55531
HH2693,Uttar Pradesh,Vegetables,Kharif,0.71,2,0.521,1,Tubewell,2,12477,5,36,98443
HH2694,Karnataka,Pulses,Rabi,0.97,2,0.535,0,None,1,21485,5,42,34295
HH2695,Gujarat,Rice,Rabi,1.87,5,0.701,1,Tubewell,2,50724,5,22,99744
HH2696,Andhra Pradesh,Soybean,Rabi,0.44,1,0.0,0,None,2,4656,4,8,33644
HH2697,Punjab,Rice,Kharif,0.96,5,0.714,0,None,2,23788,2,31,70884
HH2698,Madhya Pradesh,Vegetables,Kharif,1.3,1,0.0,0,None,2,18750,5,1,72108
HH2699,Bihar,Rice,Kharif,0.53,4,0.75,0,None,2,15471,6,20,44022
HH2700,Bihar,Pulses,Kharif,6.22,2,0.426,1,Sprinkler,2,98841,6,28,206157
HH2701,Andhra Pradesh,Rice,Kharif,0.65,2,0.558,0,None,2,8703,7,31,59167
HH2702,Gujarat,Groundnut,Kharif,0.76,2,0.509,0,None,1,17337,7,24,39106
HH2703,Uttar Pradesh,Wheat,Rabi,0.59,3,0.642,1,Canal,2,15864,5,7,71820
HH2704,Uttar Pradesh,Maize,Zaid,6.23,2,0.544,0,None,1,94831,5,2,167878
HH2705,Bihar,Maize,Zaid,2.16,3,0.613,1,Tubewell,2,49200,4,9,93733
HH2706,Bihar,Wheat,Kharif,0.61,1,0.0,0,None,2,8258,7,19,38347
HH2707,Uttar Pradesh,Wheat,Rabi,3.46,1,0.0,0,None,1,50135,5,41,109387
HH2708,Madhya Pradesh,Rice,Rabi,1.6,1,0.054,0,None,3,18146,6,25,98049
HH2709,Uttar Pradesh,Rice,Rabi,1.68,2,0.51,0,None,2,17981,2,23,88688
HH2710,Madhya Pradesh,Wheat,Rabi,1.01,4,0.77,1,Canal,1,17011,5,10,66505
HH2711,Bihar,Sugarcane,Zaid,0.71,4,0.759,1,Canal,1,14824,6,23,85980
HH2712,Andhra Pradesh,Groundnut,Kharif,1.8,2,0.517,0,None,2,13942,4,33,102640
HH2713,Rajasthan,Vegetables,Rabi,0.85,3,0.669,0,None,2,13533,2,43,92084
HH2714,Rajasthan,Rice,Rabi,6.32,4,0.758,0,None,3,129241,6,19,283125
HH2715,Uttar Pradesh,Wheat,Kharif,0.46,2,0.503,1,Tubewell,2,4733,4,34,79526
HH2716,Madhya Pradesh,Vegetables,Kharif,4.98,2,0.482,0,None,3,103483,5,37,323618
HH2717,Punjab,Sugarcane,Kharif,1.23,3,0.666,1,Canal,1,24341,5,3,102631
HH2718,Gujarat,Wheat,Zaid,1.74,1,0.008,1,Canal,2,22461,3,7,93835
HH2719,West Bengal,Cotton,Rabi,2.74,1,0.003,0,None,3,22679,3,43,193799
HH2720,Uttar Pradesh,Wheat,Rabi,0.79,1,0.0,1,Tank,2,9694,8,1,49959
HH2721,West Bengal,Rice,Rabi,2.81,3,0.627,1,Tubewell,1,62298,4,36,113777
HH2722,Bihar,Groundnut,Kharif,0.14,1,0.032,1,Canal,2,4016,4,1,49517
HH2723,Bihar,Wheat,Rabi,0.73,1,0.0,0,None,3,11530,2,41,71812
HH2724,Karnataka,Millets,Kharif,0.62,2,0.518,1,Canal,2,13326,4,30,43846
HH2725,Rajasthan,Pulses,Kharif,0.47,1,0.0,0,None,2,7944,5,32,42710
HH2726,Madhya Pradesh,Groundnut,Rabi,1.12,1,0.0,0,None,2,11134,4,19,66141
HH2727,Uttar Pradesh,Wheat,Rabi,1.87,5,0.775,1,Canal,1,27617,5,10,91551
HH2728,Maharashtra,Wheat,Rabi,2.45,1,0.0,1,Tubewell,2,38604,6,44,124897
HH2729,Madhya Pradesh,Sugarcane,Kharif,1.66,3,0.647,0,None,1,13407,5,44,120010
HH2730,Karnataka,Cotton,Kharif,0.77,2,0.539,1,Drip,2,18545,5,33,108277
HH2731,Bihar,Pulses,Rabi,1.85,3,0.672,1,Tubewell,3,37548,6,4,119404
HH2732,Karnataka,Rice,Kharif,1.5,3,0.722,0,None,2,27501,6,20,91093
HH2733,Uttar Pradesh,Groundnut,Kharif,2.99,2,0.512,0,None,3,42173,5,44,166392
HH2734,Gujarat,Maize,Kharif,2.61,4,0.678,0,None,1,44665,3,15,90297
HH2735,Gujarat,Vegetables,Kharif,1.39,2,0.532,1,Canal,2,20472,4,41,142890
HH2736,Bihar,Maize,Kharif,0.63,4,0.705,1,Tubewell,3,12910,5,30,94005
HH2737,Gujarat,Soybean,Kharif,0.77,2,0.507,0,None,1,12286,3,7,34897
HH2738,Andhra Pradesh,Millets,Rabi,0.85,6,0.81,1,Tubewell,1,29992,2,38,58111
HH2739,Gujarat,Rice,Kharif,1.03,4,0.814,1,Tubewell,2,22427,7,41,99337
HH2740,Uttar Pradesh,Rice,Kharif,1.7,5,0.843,1,Sprinkler,2,44431,6,18,118477
HH2741,Rajasthan,Cotton,Rabi,2.48,3,0.645,0,None,3,27994,3,30,201193
HH2742,Maharashtra,Sugarcane,Kharif,1.29,2,0.496,1,Tubewell,2,34238,5,8,105619
HH2743,Maharashtra,Wheat,Kharif,1.37,4,0.757,1,Canal,3,21258,4,21,141814
HH2744,Maharashtra,Rice,Kharif,1.52,4,0.776,0,None,3,39087,2,7,106318
HH2745,Tamil Nadu,Rice,Kharif,0.87,5,0.801,0,None,1,17558,4,44,60816
HH2746,Bihar,Groundnut,Kharif,0.61,2,0.469,1,Sprinkler,3,7988,5,5,74977
HH2747,Tamil Nadu,Sugarcane,Rabi,0.3,4,0.728,0,None,2,3000,7,32,82428
HH2748,Maharashtra,Vegetables,Kharif,0.75,2,0.5,1,Canal,1,16354,6,16,73777
HH2749,Bihar,Cotton,Kharif,2.02,3,0.704,0,None,3,33401,4,40,164657
HH2750,Punjab,Groundnut,Kharif,0.74,1,0.013,0,None,2,6608,4,26,49166
HH2751,Rajasthan,Sugarcane,Kharif,1.1,2,0.477,0,None,2,9341,5,27,108595
HH2752,Punjab,Maize,Kharif,2.01,5,0.819,0,None,2,40871,4,39,93336
HH2753,Madhya Pradesh,Cotton,Kharif,2.1,1,0.0,0,None,1,19706,6,28,81000
HH2754,Rajasthan,Rice,Rabi,0.54,3,0.694,1,Tubewell,2,19207,3,33,79469
HH2755,Gujarat,Millets,Kharif,3.15,3,0.743,0,None,2,69418,4,2,98039
HH2756,Madhya Pradesh,Vegetables,Zaid,3.52,1,0.0,1,Drip,2,95076,5,41,203180
HH2757,Karnataka,Wheat,Zaid,0.52,2,0.524,1,Drip,3,7556,3,15,90341
HH2758,West Bengal,Millets,Rabi,0.67,3,0.645,0,None,2,18002,5,39,70224
HH2759,Haryana,Wheat,Rabi,3.72,1,0.0,0,None,1,39392,7,7,105907
HH2760,Uttar Pradesh,Sugarcane,Zaid,1.19,4,0.751,1,Sprinkler,1,30798,5,20,101738
HH2761,Maharashtra,Groundnut,Kharif,0.2,6,0.827,0,None,3,9901,6,13,52716
HH2762,Uttar Pradesh,Wheat,Kharif,0.41,2,0.574,0,None,2,9949,5,32,41468
HH2763,Punjab,Wheat,Kharif,1.09,1,0.0,1,Canal,3,27966,4,29,97064
HH2764,Karnataka,Cotton,Rabi,0.5,2,0.518,0,None,2,16563,4,4,45830
HH2765,Uttar Pradesh,Sugarcane,Kharif,0.95,3,0.609,0,None,1,11800,5,19,82192
HH2766,Gujarat,Rice,Zaid,1.39,2,0.513,1,Tubewell,1,28026,5,10,68492
HH2767,Andhra Pradesh,Rice,Kharif,4.68,1,0.034,1,Canal,2,52007,5,36,190455
HH2768,Madhya Pradesh,Pulses,Zaid,1.05,3,0.651,0,None,2,21583,3,12,56325
HH2769,Andhra Pradesh,Cotton,Kharif,3.36,5,0.725,1,Tubewell,1,72359,5,22,142463
HH2770,Punjab,Rice,Rabi,4.55,2,0.499,1,Tubewell,2,121725,6,27,170424
HH2771,Uttar Pradesh,Groundnut,Rabi,4.57,2,0.501,1,Drip,3,78871,4,35,253348
HH2772,Madhya Pradesh,Wheat,Kharif,1.72,5,0.822,0,None,3,36897,6,40,136593
